i,j,formula,eigvals,dopant_options
669,6,B106ClCo105F2O261,"[0.00000000e+00+1.74586568e-05j 2.58333575e-05+0.00000000e+00j
 4.62156505e-05+0.00000000e+00j ... 2.38547679e-01+0.00000000e+00j
 2.48715586e-01+0.00000000e+00j 2.51278337e-01+0.00000000e+00j]","{'O', 'Sn', 'Ge', 'Cl', 'Na', 'K', 'Ag', 'Li', 'C', 'F'}"
670,0,Ag96Al96O192,"[0.00000000e+00+4.52367979e-05j 2.25218973e-05+0.00000000e+00j
 6.61484354e-05+0.00000000e+00j ... 8.77926443e-02+0.00000000e+00j
 8.77930571e-02+0.00000000e+00j 8.85675688e-02+0.00000000e+00j]","{'O', 'In', 'Si', 'Cl', 'Ga', 'Na', 'K', 'Li', 'Mg', 'F'}"
670,1,Ag92Al91GaLiO188Si,"[0.00000000e+00+4.55036175e-05j 0.00000000e+00+2.73652502e-05j
 4.07583713e-05+0.00000000e+00j ... 8.89094804e-02+0.00000000e+00j
 8.93584101e-02+0.00000000e+00j 9.21498518e-02+0.00000000e+00j]","{'O', 'In', 'Si', 'Cl', 'Ga', 'Na', 'K', 'Li', 'Mg', 'F'}"
670,2,Ag96Al94Cl5F2LiO180,"[0.00000000e+00+4.14858865e-05j 1.84753468e-05+0.00000000e+00j
 3.56315899e-05+0.00000000e+00j ... 1.00769782e-01+0.00000000e+00j
 1.01565588e-01+0.00000000e+00j 1.03532677e-01+0.00000000e+00j]","{'O', 'In', 'Si', 'Cl', 'Ga', 'Na', 'K', 'Li', 'Mg', 'F'}"
670,3,Ag92Al94Cl2GaInO186,"[0.00000000e+00+3.35612200e-05j 0.00000000e+00+9.90028537e-06j
 1.66493373e-05+0.00000000e+00j ... 9.02812882e-02+0.00000000e+00j
 9.35770740e-02+0.00000000e+00j 1.07567381e-01+0.00000000e+00j]","{'O', 'In', 'Si', 'Cl', 'Ga', 'Na', 'K', 'Li', 'Mg', 'F'}"
670,4,Ag93Al92F4GaInNa2O186,"[0.00000000e+00+4.2501954e-05j 1.65429780e-05+0.0000000e+00j
 3.38670794e-05+0.0000000e+00j ... 9.02845151e-02+0.0000000e+00j
 9.11111787e-02+0.0000000e+00j 9.21726746e-02+0.0000000e+00j]","{'O', 'In', 'Si', 'Cl', 'Ga', 'Na', 'K', 'Li', 'Mg', 'F'}"
670,5,Ag93Al93Cl2F2GaInKLiO183,"[0.00000000e+00+3.83972495e-05j 0.00000000e+00+1.40166471e-05j
 4.70079807e-05+0.00000000e+00j ... 9.80298082e-02+0.00000000e+00j
 1.00814840e-01+0.00000000e+00j 1.04838160e-01+0.00000000e+00j]","{'O', 'In', 'Si', 'Cl', 'Ga', 'Na', 'K', 'Li', 'Mg', 'F'}"
670,6,Ag90Al90Cl2F3GaKNaO185Si,"[0.        +0.00812577j 0.        +0.00284479j 0.        +0.00012743j ...
 0.09267092+0.j         0.09679479+0.j         0.099377  +0.j        ]","{'O', 'In', 'Si', 'Cl', 'Ga', 'Na', 'K', 'Li', 'Mg', 'F'}"
671,0,Mg54O216Rh108,"[0.00000000e+00+2.74201796e-05j 2.71680099e-05+0.00000000e+00j
 3.31116358e-05+0.00000000e+00j ... 6.58001873e-02+0.00000000e+00j
 6.58002622e-02+0.00000000e+00j 6.74075750e-02+0.00000000e+00j]","{'Pt', 'Re', 'Cl', 'Tl', 'Sb', 'K', 'Na', 'Rb', 'F'}"
671,1,Cl2KMg54O213Rh107,"[0.00000000e+00+3.66492382e-05j 0.00000000e+00+2.15627562e-05j
 1.66151079e-05+0.00000000e+00j ... 6.77525946e-02+0.00000000e+00j
 6.79543452e-02+0.00000000e+00j 6.85262872e-02+0.00000000e+00j]","{'Pt', 'Re', 'Cl', 'Tl', 'Sb', 'K', 'Na', 'Rb', 'F'}"
671,2,FMg50Na2O209RbRh105,"[0.00000000e+00+2.69636756e-05j 0.00000000e+00+8.80810837e-06j
 7.69285642e-06+0.00000000e+00j ... 6.96673531e-02+0.00000000e+00j
 7.09509949e-02+0.00000000e+00j 7.15921060e-02+0.00000000e+00j]","{'Pt', 'Re', 'Cl', 'Tl', 'Sb', 'K', 'Na', 'Rb', 'F'}"
671,3,Cl3F2Mg51NaO207Rh106,"[0.00000000e+00+3.22035881e-05j 0.00000000e+00+1.53492784e-05j
 1.66404934e-05+0.00000000e+00j ... 6.92177392e-02+0.00000000e+00j
 7.03974318e-02+0.00000000e+00j 7.07404157e-02+0.00000000e+00j]","{'Pt', 'Re', 'Cl', 'Tl', 'Sb', 'K', 'Na', 'Rb', 'F'}"
673,0,Br250Mg125,"[0.00000000e+00+1.89646100e-05j 0.00000000e+00+1.04867726e-05j
 2.12911002e-05+0.00000000e+00j ... 3.73310006e-02+0.00000000e+00j
 3.85926313e-02+0.00000000e+00j 3.85932763e-02+0.00000000e+00j]","{'O', 'Sc', 'W', 'Na', 'S', 'K', 'Li', 'Rb', 'Cr'}"
673,1,Br244LiMg121OS,"[0.        +4.37292385e-03j 0.        +1.83058328e-05j
 0.        +4.34218589e-06j ... 0.04080136+0.00000000e+00j
 0.06043107+0.00000000e+00j 0.09734396+0.00000000e+00j]","{'O', 'Sc', 'W', 'Na', 'S', 'K', 'Li', 'Rb', 'Cr'}"
673,2,Br246Mg124RbS2,"[0.00000000e+00+8.54609299e-06j 3.87569390e-06+0.00000000e+00j
 1.15808515e-05+0.00000000e+00j ... 3.85109470e-02+0.00000000e+00j
 3.86395785e-02+0.00000000e+00j 3.88372338e-02+0.00000000e+00j]","{'O', 'Sc', 'W', 'Na', 'S', 'K', 'Li', 'Rb', 'Cr'}"
673,3,Br246K2Mg123S,"[0.00000000e+00+0.00032456j 4.39214415e-06+0.j
 8.21743797e-06+0.j         ... 3.86242693e-02+0.j
 3.87116705e-02+0.j         3.89635957e-02+0.j        ]","{'O', 'Sc', 'W', 'Na', 'S', 'K', 'Li', 'Rb', 'Cr'}"
673,4,Br243KMg122NaO2S,"[0.        +1.28525066e-04j 0.        +1.40888871e-05j
 0.        +6.95488631e-06j ... 0.04026247+0.00000000e+00j
 0.05874605+0.00000000e+00j 0.08364085+0.00000000e+00j]","{'O', 'Sc', 'W', 'Na', 'S', 'K', 'Li', 'Rb', 'Cr'}"
673,5,Br242K2LiMg123O5S,"[0.00000000e+00+7.46757655e-04j 0.00000000e+00+5.96795572e-06j
 1.19493581e-05+0.00000000e+00j ... 8.09856237e-02+0.00000000e+00j
 8.15278911e-02+0.00000000e+00j 1.08843994e-01+0.00000000e+00j]","{'O', 'Sc', 'W', 'Na', 'S', 'K', 'Li', 'Rb', 'Cr'}"
673,6,Br244KMg125Rb,"[0.        +5.32305440e-04j 0.        +3.51852188e-04j
 0.        +1.26833025e-05j ... 0.03782103+0.00000000e+00j
 0.03879606+0.00000000e+00j 0.03898159+0.00000000e+00j]","{'O', 'Sc', 'W', 'Na', 'S', 'K', 'Li', 'Rb', 'Cr'}"
677,0,Co125Li125O250,"[0.        +0.01963964j 0.        +0.01963944j 0.        +0.0196393j  ...
 0.04746508+0.j         0.04962328+0.j         0.04962412+0.j        ]","{'O', 'F', 'Cd', 'Si', 'Er', 'Cl', 'Na', 'K', 'Se', 'Ca'}"
677,1,Cl2Co125F3Li124O243,"[0.        +6.15554081e-03j 0.        +4.20678275e-03j
 0.        +3.25429610e-05j ... 0.05856169+0.00000000e+00j
 0.05871343+0.00000000e+00j 0.05993815+0.00000000e+00j]","{'O', 'F', 'Cd', 'Si', 'Er', 'Cl', 'Na', 'K', 'Se', 'Ca'}"
677,2,Cl3Co124FLi119O240,"[0.        +9.68123838e-03j 0.        +4.34062644e-05j
 0.        +4.43464484e-06j ... 0.05911784+0.00000000e+00j
 0.05917245+0.00000000e+00j 0.06002936+0.00000000e+00j]","{'O', 'F', 'Cd', 'Si', 'Er', 'Cl', 'Na', 'K', 'Se', 'Ca'}"
677,3,CaCl3Co115F3KLi122Na2O240Si,"[0.        +6.85094327e-03j 0.        +5.45479653e-03j
 0.        +4.57949650e-05j ... 0.07471952+0.00000000e+00j
 0.07746483+0.00000000e+00j 0.07920051+0.00000000e+00j]","{'O', 'F', 'Cd', 'Si', 'Er', 'Cl', 'Na', 'K', 'Se', 'Ca'}"
678,0,Ni144Se288,"[0.00000000e+00+2.05607025e-05j 0.00000000e+00+1.10580238e-05j
 3.14882731e-05+0.00000000e+00j ... 1.97303417e-02+0.00000000e+00j
 1.97303611e-02+0.00000000e+00j 1.97304215e-02+0.00000000e+00j]","{'I', 'Ru', 'Cd', 'Sr', 'N', 'Sb', 'Pb', 'Te', 'Cr', 'Ca'}"
678,1,Ca3I2NNi138Se280Te3,"[0.        +0.0030707j  0.        +0.00284166j 0.        +0.00128465j ...
 0.03608239+0.j         0.04664514+0.j         0.0771353 +0.j        ]","{'I', 'Ru', 'Cd', 'Sr', 'N', 'Sb', 'Pb', 'Te', 'Cr', 'Ca'}"
678,5,CaIN2Ni136RuSbSe279Sr,"[0.00000000e+00+3.02580781e-03j 0.00000000e+00+1.54380682e-05j
 1.03466490e-05+0.00000000e+00j ... 5.59500205e-02+0.00000000e+00j
 6.75383481e-02+0.00000000e+00j 8.25691558e-02+0.00000000e+00j]","{'I', 'Ru', 'Cd', 'Sr', 'N', 'Sb', 'Pb', 'Te', 'Cr', 'Ca'}"
678,6,CaCrNNi142Se280,"[0.        +1.96265040e-03j 0.        +1.67319612e-05j
 0.        +2.97867918e-06j ... 0.03569381+0.00000000e+00j
 0.04896199+0.00000000e+00j 0.06540647+0.00000000e+00j]","{'I', 'Ru', 'Cd', 'Sr', 'N', 'Sb', 'Pb', 'Te', 'Cr', 'Ca'}"
679,0,Na100Nb100O300,"[0.        +0.0182791j  0.        +0.01827798j 0.        +0.0182778j  ...
 0.11682863+0.j         0.11682874+0.j         0.116829  +0.j        ]","{'Ti', 'F', 'Er', 'Sn', 'Cl', 'Sb', 'Na', 'Rb', 'Ca'}"
679,1,Ca3Cl3F3Na96Nb98O289,"[0.        +2.13299594e-03j 0.        +1.51477475e-03j
 0.        +3.83619502e-05j ... 0.10691986+0.00000000e+00j
 0.1083183 +0.00000000e+00j 0.10895623+0.00000000e+00j]","{'Ti', 'F', 'Er', 'Sn', 'Cl', 'Sb', 'Na', 'Rb', 'Ca'}"
679,2,Ca3Cl2F4Na95Nb97O287SbSn,"[0.        +0.00765688j 0.        +0.00374548j 0.        +0.0021279j  ...
 0.10828904+0.j         0.10855067+0.j         0.10962134+0.j        ]","{'Ti', 'F', 'Er', 'Sn', 'Cl', 'Sb', 'Na', 'Rb', 'Ca'}"
679,3,Ca2Cl6FNa95Nb96O290RbTi3,"[0.        +3.10423804e-03j 0.        +2.35027207e-03j
 0.        +3.90635850e-05j ... 0.10968619+0.00000000e+00j
 0.11253658+0.00000000e+00j 0.11333569+0.00000000e+00j]","{'Ti', 'F', 'Er', 'Sn', 'Cl', 'Sb', 'Na', 'Rb', 'Ca'}"
680,0,Cu144Sb48Se192,"[0.00000000e+00+1.40869117e-05j 0.00000000e+00+5.38394292e-06j
 6.67548870e-06+0.00000000e+00j ... 2.29626413e-02+0.00000000e+00j
 2.29626666e-02+0.00000000e+00j 2.30592725e-02+0.00000000e+00j]","{'Mo', 'Cu', 'N', 'W', 'K', 'Na', 'Fe', 'Hg', 'Zn', 'Ca'}"
680,1,Cu142N4Sb47Se184,"[0.        +1.65535801e-03j 0.        +8.18288969e-04j
 0.        +1.04357441e-05j ... 0.05884888+0.00000000e+00j
 0.05925254+0.00000000e+00j 0.06218638+0.00000000e+00j]","{'Mo', 'Cu', 'N', 'W', 'K', 'Na', 'Fe', 'Hg', 'Zn', 'Ca'}"
680,2,Cu142N3Sb48Se188Zn,"[0.00000000e+00+1.22486494e-05j 0.00000000e+00+4.72594884e-06j
 8.44630186e-06+0.00000000e+00j ... 5.82194539e-02+0.00000000e+00j
 5.83522462e-02+0.00000000e+00j 5.89437548e-02+0.00000000e+00j]","{'Mo', 'Cu', 'N', 'W', 'K', 'Na', 'Fe', 'Hg', 'Zn', 'Ca'}"
680,3,Cu141N5Sb48Se186Zn2,"[0.00000000e+00+7.70697515e-06j 6.40249960e-06+0.00000000e+00j
 1.39810919e-05+0.00000000e+00j ... 5.81806862e-02+0.00000000e+00j
 5.84138838e-02+0.00000000e+00j 6.03028032e-02+0.00000000e+00j]","{'Mo', 'Cu', 'N', 'W', 'K', 'Na', 'Fe', 'Hg', 'Zn', 'Ca'}"
680,4,Cu143KN2Sb46Se188,"[0.00000000e+00+1.19060275e-05j 0.00000000e+00+3.78461652e-06j
 1.35657400e-05+0.00000000e+00j ... 5.69605403e-02+0.00000000e+00j
 5.81017537e-02+0.00000000e+00j 6.29342746e-02+0.00000000e+00j]","{'Mo', 'Cu', 'N', 'W', 'K', 'Na', 'Fe', 'Hg', 'Zn', 'Ca'}"
680,5,Cu141N3Sb47Se186Zn2,"[0.00000000e+00+9.93301742e-06j 0.00000000e+00+8.03781923e-06j
 1.20918609e-05+0.00000000e+00j ... 5.84591416e-02+0.00000000e+00j
 5.85998304e-02+0.00000000e+00j 5.88548716e-02+0.00000000e+00j]","{'Mo', 'Cu', 'N', 'W', 'K', 'Na', 'Fe', 'Hg', 'Zn', 'Ca'}"
680,6,Cu137N2Sb47Se187Zn,"[0.00000000e+00+9.98163451e-06j 4.05137117e-06+0.00000000e+00j
 1.45826524e-05+0.00000000e+00j ... 5.68029961e-02+0.00000000e+00j
 5.77719014e-02+0.00000000e+00j 5.82382726e-02+0.00000000e+00j]","{'Mo', 'Cu', 'N', 'W', 'K', 'Na', 'Fe', 'Hg', 'Zn', 'Ca'}"
681,0,H216K216,"[0.        +5.97893066e-05j 0.        +5.11180695e-05j
 0.        +4.70933416e-05j ... 0.08311301+0.00000000e+00j
 0.0831134 +0.00000000e+00j 0.08311361+0.00000000e+00j]","{'O', 'Ba', 'Sr', 'Eu', 'Cl', 'Pb', 'Br', 'S', 'Ac', 'F'}"
681,1,H209BrK213O,"[0.00000000e+00+1.66313958e-05j 1.52810513e-05+0.00000000e+00j
 2.28081430e-05+0.00000000e+00j ... 8.79285709e-02+0.00000000e+00j
 8.84618220e-02+0.00000000e+00j 8.86983940e-02+0.00000000e+00j]","{'O', 'Ba', 'Sr', 'Eu', 'Cl', 'Pb', 'Br', 'S', 'Ac', 'F'}"
681,2,H212ClK210,"[0.        +1.60401456e-03j 0.        +1.65690032e-05j
 0.        +1.38059395e-05j ... 0.10222429+0.00000000e+00j
 0.10333127+0.00000000e+00j 0.10739023+0.00000000e+00j]","{'O', 'Ba', 'Sr', 'Eu', 'Cl', 'Pb', 'Br', 'S', 'Ac', 'F'}"
681,3,H208ClK209OSr,"[0.00000000e+00+2.08905141e-05j 0.00000000e+00+1.35699403e-05j
 9.80104097e-06+0.00000000e+00j ... 9.95854405e-02+0.00000000e+00j
 1.00797502e-01+0.00000000e+00j 1.03876682e-01+0.00000000e+00j]","{'O', 'Ba', 'Sr', 'Eu', 'Cl', 'Pb', 'Br', 'S', 'Ac', 'F'}"
683,0,Cl360Sb72,"[0.        +0.00361237j 0.        +0.00342816j 0.        +0.00342777j ...
 0.04923387+0.j         0.04936578+0.j         0.04936582+0.j        ]","{'O', 'Mo', 'W', 'Na', 'S', 'K', 'Fe', 'Rb'}"
686,0,Cu96K192Sb96,"[0.        +0.00493876j 0.        +0.00483989j 0.        +0.00483961j ...
 0.03032631+0.j         0.0303269 +0.j         0.03032692+0.j        ]","{'O', 'Cd', 'U', 'N', 'Tl', 'Hg', 'F'}"
686,2,CdCu96K189NOSb93,"[0.        +3.28920750e-03j 0.        +8.08481704e-04j
 0.        +6.65801325e-06j ... 0.06300613+0.00000000e+00j
 0.07425079+0.00000000e+00j 0.07624585+0.00000000e+00j]","{'O', 'Cd', 'U', 'N', 'Tl', 'Hg', 'F'}"
686,3,Cu94K189O2Sb94,"[0.        +0.00114902j 0.        +0.00099223j 0.        +0.00092532j ...
 0.03331768+0.j         0.03535439+0.j         0.03547558+0.j        ]","{'O', 'Cd', 'U', 'N', 'Tl', 'Hg', 'F'}"
686,4,Cu93K186NO2Sb95,"[0.00000000e+00+7.16035541e-06j 0.00000000e+00+1.61667096e-06j
 5.42261979e-06+0.00000000e+00j ... 6.74283340e-02+0.00000000e+00j
 7.62606800e-02+0.00000000e+00j 7.63079234e-02+0.00000000e+00j]","{'O', 'Cd', 'U', 'N', 'Tl', 'Hg', 'F'}"
686,5,Cu93K184Sb96,"[0.        +1.02370541e-03j 0.        +8.03675346e-04j
 0.        +7.07349241e-06j ... 0.0331025 +0.00000000e+00j
 0.03311643+0.00000000e+00j 0.03344769+0.00000000e+00j]","{'O', 'Cd', 'U', 'N', 'Tl', 'Hg', 'F'}"
686,6,Cu95FK189Sb95,"[0.        +0.00294711j 0.        +0.00180136j 0.        +0.00160133j ...
 0.03262235+0.j         0.03322809+0.j         0.03357204+0.j        ]","{'O', 'Cd', 'U', 'N', 'Tl', 'Hg', 'F'}"
688,0,Ba216O54P108,"[0.        +0.00294612j 0.        +0.00294603j 0.        +0.0029455j  ...
 0.04494913+0.j         0.04494931+0.j         0.04495502+0.j        ]","{'O', 'Ba', 'Tl', 'K', 'Rb', 'F'}"
688,1,Ba208FK3O54P106Rb,"[0.        +0.00437314j 0.        +0.00139811j 0.        +0.00087016j ...
 0.0442934 +0.j         0.04438921+0.j         0.04462181+0.j        ]","{'O', 'Ba', 'Tl', 'K', 'Rb', 'F'}"
688,2,Ba213F2O53P106Rb,"[0.        +0.00127437j 0.        +0.00108203j 0.        +0.00076627j ...
 0.04394517+0.j         0.04414326+0.j         0.04431229+0.j        ]","{'O', 'Ba', 'Tl', 'K', 'Rb', 'F'}"
688,3,Ba207K4O54P108Rb3,"[0.        +8.31677475e-04j 0.        +1.18445662e-05j
 0.        +1.00916729e-05j ... 0.04469215+0.00000000e+00j
 0.04703094+0.00000000e+00j 0.0518077 +0.00000000e+00j]","{'O', 'Ba', 'Tl', 'K', 'Rb', 'F'}"
688,4,Ba214KO55P105Rb,"[0.        +0.00126352j 0.        +0.00109733j 0.        +0.00055283j ...
 0.04419643+0.j         0.04433772+0.j         0.04444783+0.j        ]","{'O', 'Ba', 'Tl', 'K', 'Rb', 'F'}"
688,5,Ba212FO54P105Rb,"[0.        +2.05794530e-03j 0.        +1.20419812e-03j
 0.        +1.42064200e-05j ... 0.04423447+0.00000000e+00j
 0.04442961+0.00000000e+00j 0.04519256+0.00000000e+00j]","{'O', 'Ba', 'Tl', 'K', 'Rb', 'F'}"
688,6,Ba210O56P103,"[0.        +9.11564297e-04j 0.        +5.59030618e-04j
 0.        +1.16617407e-05j ... 0.04375912+0.00000000e+00j
 0.0443936 +0.00000000e+00j 0.04471783+0.00000000e+00j]","{'O', 'Ba', 'Tl', 'K', 'Rb', 'F'}"
691,0,Cs256Se128,"[0.        +1.06005209e-05j 0.        +6.78651748e-06j
 0.        +2.79348187e-06j ... 0.0119849 +0.00000000e+00j
 0.01198509+0.00000000e+00j 0.01198514+0.00000000e+00j]","{'I', 'Nd', 'Ba', 'Sr', 'La', 'N', 'Cl', 'Br', 'Ca'}"
691,1,Cs251N2Se126,"[0.        +0.00718j    0.        +0.00625958j 0.        +0.00126044j ...
 0.01560321+0.j         0.0159385 +0.j         0.01609406+0.j        ]","{'I', 'Nd', 'Ba', 'Sr', 'La', 'N', 'Cl', 'Br', 'Ca'}"
692,0,P216Y216,"[0.00000000e+00+2.31047960e-05j 0.00000000e+00+1.79187626e-05j
 1.79376176e-05+0.00000000e+00j ... 3.73053278e-02+0.00000000e+00j
 3.73053977e-02+0.00000000e+00j 3.73054527e-02+0.00000000e+00j]","{'Pu', 'I', 'Pt', 'Cd', 'Po', 'Pd', 'Na', 'Ce', 'Ca', 'Th'}"
692,1,CaP213PdY211,"[0.00000000e+00+1.39979088e-05j 1.27206159e-05+0.00000000e+00j
 1.74624633e-05+0.00000000e+00j ... 3.70772898e-02+0.00000000e+00j
 3.70881637e-02+0.00000000e+00j 3.71121637e-02+0.00000000e+00j]","{'Pu', 'I', 'Pt', 'Cd', 'Po', 'Pd', 'Na', 'Ce', 'Ca', 'Th'}"
692,2,CaP216Y211,"[0.00000000e+00+8.53218245e-06j 0.00000000e+00+6.73856095e-06j
 3.58188507e-06+0.00000000e+00j ... 3.69959815e-02+0.00000000e+00j
 3.69978011e-02+0.00000000e+00j 3.70047543e-02+0.00000000e+00j]","{'Pu', 'I', 'Pt', 'Cd', 'Po', 'Pd', 'Na', 'Ce', 'Ca', 'Th'}"
692,3,CdNaP213Y212,"[0.00000000e+00+1.3662771e-05j 0.00000000e+00+5.7359870e-06j
 7.53601695e-06+0.0000000e+00j ... 3.80966189e-02+0.0000000e+00j
 3.87405838e-02+0.0000000e+00j 4.05501627e-02+0.0000000e+00j]","{'Pu', 'I', 'Pt', 'Cd', 'Po', 'Pd', 'Na', 'Ce', 'Ca', 'Th'}"
694,0,K54Sb108Se216,"[0.        +1.11262446e-03j 0.        +1.11252534e-03j
 0.        +8.60151917e-06j ... 0.02200055+0.00000000e+00j
 0.02218201+0.00000000e+00j 0.02218205+0.00000000e+00j]","{'Zr', 'Mn', 'Cd', 'Ba', 'Sn', 'Sb', 'Pb', 'Co', 'Zn'}"
694,1,CdK52Sb105Se213,"[0.        +0.00120585j 0.        +0.00109139j 0.        +0.00085095j ...
 0.02584175+0.j         0.02708111+0.j         0.02716265+0.j        ]","{'Zr', 'Mn', 'Cd', 'Ba', 'Sn', 'Sb', 'Pb', 'Co', 'Zn'}"
694,2,CdK53Sb104Se215SnZr,"[0.        +7.98908988e-04j 0.        +7.69502251e-04j
 0.        +8.00829223e-06j ... 0.02549157+0.00000000e+00j
 0.02629391+0.00000000e+00j 0.0276422 +0.00000000e+00j]","{'Zr', 'Mn', 'Cd', 'Ba', 'Sn', 'Sb', 'Pb', 'Co', 'Zn'}"
694,3,Cd2K51Mn2Sb103Se210,"[0.        +1.80044928e-03j 0.        +5.12689538e-04j
 0.        +8.93389044e-06j ... 0.02727263+0.00000000e+00j
 0.02825934+0.00000000e+00j 0.02853103+0.00000000e+00j]","{'Zr', 'Mn', 'Cd', 'Ba', 'Sn', 'Sb', 'Pb', 'Co', 'Zn'}"
696,0,F54Li54O216P54V54,"[0.00000000e+00+5.83433494e-05j 3.24699210e-05+0.00000000e+00j
 4.41889770e-05+0.00000000e+00j ... 1.12899104e-01+0.00000000e+00j
 1.12899114e-01+0.00000000e+00j 1.13057627e-01+0.00000000e+00j]","{'O', 'Er', 'Si', 'Re', 'Cl', 'Na', 'Rb', 'F'}"
696,1,Cl3F54Li53O208P54V54,"[0.        +4.59302906e-03j 0.        +5.07076837e-05j
 0.        +1.03343207e-05j ... 0.1266194 +0.00000000e+00j
 0.12720435+0.00000000e+00j 0.12799084+0.00000000e+00j]","{'O', 'Er', 'Si', 'Re', 'Cl', 'Na', 'Rb', 'F'}"
696,2,Cl3F54Li52Na2O207P52Rb2SiV50,"[0.        +0.00797831j 0.        +0.00520153j 0.        +0.00306594j ...
 0.14725199+0.j         0.14946027+0.j         0.1558593 +0.j        ]","{'O', 'Er', 'Si', 'Re', 'Cl', 'Na', 'Rb', 'F'}"
696,3,ClF54Li52NaO211P52Si2V52,"[0.        +3.30564240e-03j 0.        +2.52562549e-03j
 0.        +3.87381047e-05j ... 0.14339794+0.00000000e+00j
 0.14494386+0.00000000e+00j 0.15310219+0.00000000e+00j]","{'O', 'Er', 'Si', 'Re', 'Cl', 'Na', 'Rb', 'F'}"
696,4,F53Li53NaO209P53SiV52,"[0.        +8.46316385e-03j 0.        +5.36092017e-05j
 0.        +8.75539607e-06j ... 0.13540704+0.00000000e+00j
 0.13608249+0.00000000e+00j 0.13872813+0.00000000e+00j]","{'O', 'Er', 'Si', 'Re', 'Cl', 'Na', 'Rb', 'F'}"
696,5,ClF55Li51O212P52RbSiV51,"[0.00000000e+00+9.05322628e-03j 0.00000000e+00+3.50782955e-05j
 2.56958045e-05+0.00000000e+00j ... 1.41103953e-01+0.00000000e+00j
 1.49018650e-01+0.00000000e+00j 1.49911157e-01+0.00000000e+00j]","{'O', 'Er', 'Si', 'Re', 'Cl', 'Na', 'Rb', 'F'}"
696,6,Cl4F55Li52O209P50RbSi2V53,"[0.00000000e+00+8.65195783e-03j 0.00000000e+00+2.51206262e-05j
 6.99866592e-06+0.00000000e+00j ... 1.39864092e-01+0.00000000e+00j
 1.40479478e-01+0.00000000e+00j 1.49008380e-01+0.00000000e+00j]","{'O', 'Er', 'Si', 'Re', 'Cl', 'Na', 'Rb', 'F'}"
698,0,O288Ti144,"[0.        +0.00088964j 0.        +0.00088741j 0.        +0.00088476j ...
 0.12806511+0.j         0.1283573 +0.j         0.12835814+0.j        ]","{'Nb', 'Mn', 'Cl', 'Sb', 'Na', 'Ta', 'Fe', 'Mg', 'Zn', 'F'}"
701,0,Ga108Se216Sr54,"[0.00000000e+00+1.1981689e-05j 1.12369506e-05+0.0000000e+00j
 1.37024909e-05+0.0000000e+00j ... 2.86203300e-02+0.0000000e+00j
 2.87408471e-02+0.0000000e+00j 2.87409283e-02+0.0000000e+00j]","{'Nd', 'La', 'Ba', 'Pr', 'Se', 'K', 'Ge', 'Cs', 'Rb'}"
701,1,BaGa108Se214Sr54,"[0.00000000e+00+1.02169093e-05j 3.91227866e-06+0.00000000e+00j
 1.23811988e-05+0.00000000e+00j ... 2.89068793e-02+0.00000000e+00j
 2.98161509e-02+0.00000000e+00j 3.06847817e-02+0.00000000e+00j]","{'Nd', 'La', 'Ba', 'Pr', 'Se', 'K', 'Ge', 'Cs', 'Rb'}"
701,2,BaCsGa108RbSe208Sr52,"[0.00000000e+00+6.77931769e-06j 4.25632521e-06+0.00000000e+00j
 8.70864263e-06+0.00000000e+00j ... 3.09910988e-02+0.00000000e+00j
 3.14611946e-02+0.00000000e+00j 3.18591224e-02+0.00000000e+00j]","{'Nd', 'La', 'Ba', 'Pr', 'Se', 'K', 'Ge', 'Cs', 'Rb'}"
701,3,BaCs2Ga101Ge2Se211Sr51,"[0.00000000e+00+2.71176371e-04j 0.00000000e+00+9.24778409e-06j
 1.46243047e-06+0.00000000e+00j ... 3.15939558e-02+0.00000000e+00j
 3.30048686e-02+0.00000000e+00j 3.67002193e-02+0.00000000e+00j]","{'Nd', 'La', 'Ba', 'Pr', 'Se', 'K', 'Ge', 'Cs', 'Rb'}"
706,0,Ag27F297Na27Zr54,"[0.00000000e+00+5.95826083e-05j 0.00000000e+00+1.93963873e-05j
 4.53640308e-05+0.00000000e+00j ... 7.32744656e-02+0.00000000e+00j
 7.35250519e-02+0.00000000e+00j 7.35252569e-02+0.00000000e+00j]","{'O', 'Mn', 'Sc', 'V', 'Fe', 'Mg', 'Cr'}"
706,1,Ag27F291Na25O5Zr53,"[0.        +4.08418272e-03j 0.        +3.80074788e-03j
 0.        +3.79326511e-05j ... 0.07789634+0.00000000e+00j
 0.07851707+0.00000000e+00j 0.0898041 +0.00000000e+00j]","{'O', 'Mn', 'Sc', 'V', 'Fe', 'Mg', 'Cr'}"
706,2,Ag25F283FeMgNa26O8Zr52,"[0.        +3.39090949e-03j 0.        +2.09575898e-03j
 0.        +2.86026809e-05j ... 0.07859097+0.00000000e+00j
 0.08067812+0.00000000e+00j 0.08265764+0.00000000e+00j]","{'O', 'Mn', 'Sc', 'V', 'Fe', 'Mg', 'Cr'}"
706,3,Ag26CrF285FeNa27O9Zr52,"[0.        +4.05342904e-03j 0.        +2.22570160e-03j
 0.        +1.29735120e-05j ... 0.08465778+0.00000000e+00j
 0.08806567+0.00000000e+00j 0.09357263+0.00000000e+00j]","{'O', 'Mn', 'Sc', 'V', 'Fe', 'Mg', 'Cr'}"
