,ICSD,Crystal,n_dopant,n_original,p_dopant,p_original
7776,66277,Ni1O2Rb2_66277.json,"[Species Ba2+, Species F-, Species Sr2+, Species Cl-, Species Fe3+]","[Species Rb+, Species O2-, Species Rb+, Species O2-, Species Ni2+]","[Species Na+, Species Li+, Species K+, Species Cl-, Species Se2-]","[Species Ni2+, Species Ni2+, Species Ni2+, Species Rb+, Species Ni2+]"
7777,51500,O_51500.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7778,245784,Cd1F7Tl1Zr1_245784.json,"[Species Ba2+, Species Sr2+, Species Er3+, Species Ho3+, Species Gd3+]","[Species Tl+, Species Tl+, Species Tl+, Species Tl+, Species Tl+]","[Species O2-, Species Fe3+, Species Na+, Species Mn3+, Species Mn2+]","[Species F-, Species Zr4+, Species Cd2+, Species Zr4+, Species Zr4+]"
7779,159271,Mn2O5Y1_159271.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7780,38066,Cl2H12N6O6Pt1_38066.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7781,108,I1Te1_108.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7782,73881,Fe3Na1O5_73881.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7783,650594,Ru1Sb1Se1_650594.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7784,601166,S2Zr1_601166.json,"[Species Cl-, Species V5+, Species Br-, Species I-, Species P5+]","[Species S2-, Species Zr4+, Species S2-, Species S2-, Species Zr4+]","[Species Fe3+, Species Mn3+, Species Mn2+, Species Mg2+, Species V3+]","[Species Zr4+, Species Zr4+, Species Zr4+, Species Zr4+, Species Zr4+]"
7785,79891,Ba1Cl2_79891.json,"[Species La3+, Species K+, Species Rb+, Species Na+, Species Cs+]","[Species Ba2+, Species Cl-, Species Cl-, Species Cl-, Species Cl-]","[Species O2-, Species Cs+, Species Rb+, Species K+, Species S2-]","[Species Cl-, Species Ba2+, Species Ba2+, Species Ba2+, Species Cl-]"
7786,412403,Hg1O4Se1_412403.json,"[Species F-, Species Cl-, Species Cl7+, Species Ge4+, Species Sn4+]","[Species O2-, Species O2-, Species Se6+, Species Hg2+, Species Hg2+]","[Species Cu+, Species Zn2+, Species P5+, Species Si4+, Species Co2+]","[Species Hg2+, Species Se6+, Species Se6+, Species Se6+, Species Se6+]"
7787,29359,O8Pb3V2_29359.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7788,603955,Fe1La3Ni1S7_603955.json,"[Species Fe3+, Species Cr3+, Species Cl-, Species Sn4+, Species Sb5+]","[Species Ni2+, Species Ni2+, Species S2-, Species Ni2+, Species Fe3+]","[Species Sr2+, Species Na+, Species Na+, Species Ba2+, Species Na+]","[Species La3+, Species Ni2+, Species Fe3+, Species La3+, Species La3+]"
7789,405133,Ba3Na1O6Ru1_405133.json,"[Species F-, Species W6+, Species Ca2+, Species Sb5+, Species Mo6+]","[Species O2-, Species Ru5+, Species Na+, Species Na+, Species Ru5+]","[Species Cs+, Species Rb+, Species Na+, Species K+, Species K+]","[Species Ba2+, Species Ba2+, Species Ru5+, Species Ba2+, Species Ru5+]"
7790,411096,Bi3Br1Se4_411096.json,"[Species K+, Species Rb+, Species Cs+, Species Na+, Species U4+]","[Species Br-, Species Br-, Species Br-, Species Br-, Species Bi3+]","[Species O2-, Species S2-, Species N3-, Species Na+, Species K+]","[Species Br-, Species Br-, Species Se2-, Species Bi3+, Species Bi3+]"
7791,2104,O7Pb1Ti3_2104.json,"[Species F-, Species Ta5+, Species Cl-, Species Bi3+, Species Nb5+]","[Species O2-, Species Ti4+, Species O2-, Species Pb2+, Species Ti4+]","[Species Cs+, Species Rb+, Species K+, Species Na+, Species Zn2+]","[Species Pb2+, Species Pb2+, Species Pb2+, Species Ti4+, Species Ti4+]"
7792,183395,Cd1Na1S3Sb1_183395.json,"[Species Ca2+, Species Sb5+, Species Er3+, Species W6+, Species Ho3+]","[Species Na+, Species Na+, Species Na+, Species Na+, Species Na+]","[Species Pb2+, Species K+, Species S2-, Species Tl+, Species Na+]","[Species Sb3+, Species Sb3+, Species Sb3+, Species Sb3+, Species Cd2+]"
7793,30606,Se_30606.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7794,280724,Na6P4Pb3S16_280724.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7795,74952,Mn3O6W1_74952.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7796,15095,Cu1K1O2_15095.json,"[Species F-, Species Ba2+, Species Sb5+, Species W6+, Species Mo6+]","[Species O2-, Species K+, Species Cu3+, Species Cu3+, Species Cu3+]","[Species Na+, Species K+, Species Li+, Species Ca2+, Species Ni2+]","[Species Cu3+, Species Cu3+, Species Cu3+, Species Cu3+, Species Cu3+]"
7797,90085,Hg2O4W1_90085.json,"[Species F-, Species Cl-, Species Ge4+, Species Sn4+, Species V3+]","[Species O2-, Species O2-, Species Hg2+, Species Hg2+, Species Hg2+]","[Species Cu+, Species O2-, Species Ag+, Species Li+, Species Na+]","[Species Hg2+, Species Hg2+, Species Hg2+, Species Hg2+, Species Hg2+]"
7798,90795,Ag3Rb1Se2_90795.json,"[Species Ba2+, Species Sr2+, Species In3+, Species Er3+, Species Ho3+]","[Species Rb+, Species Rb+, Species Ag+, Species Rb+, Species Rb+]","[Species O2-, Species N3-, Species Cl-, Species N3-, Species F-]","[Species Ag+, Species Se2-, Species Rb+, Species Ag+, Species Ag+]"
7799,77912,Co1O6Pb2W1_77912.json,"[Species F-, Species Cl-, Species Bi3+, Species Ge4+, Species Sn4+]","[Species O2-, Species O2-, Species Pb2+, Species Co2+, Species Co2+]","[Species Na+, Species Cs+, Species Re5+, Species Rb+, Species K+]","[Species W6+, Species Pb2+, Species W6+, Species Pb2+, Species W6+]"
7800,401664,Cl1Cs3O1_401664.json,"[Species Ba2+, Species F-, Species Sr2+, Species Cl-, Species K+]","[Species Cs+, Species O2-, Species Cs+, Species O2-, Species Cl-]","[Species O2-, Species S2-, Species N3-, Species Se2-, Species Cl-]","[Species Cl-, Species Cl-, Species O2-, Species Cl-, Species Cs+]"
7801,151563,Ba1Be2O7Si2_151563.json,"[Species Si4+, Species Ge4+, Species S6+, Species F-, Species Al3+]","[Species Be2+, Species Be2+, Species Be2+, Species O2-, Species Be2+]","[Species Cs+, Species Rb+, Species K+, Species Li+, Species Ag+]","[Species Ba2+, Species Ba2+, Species Ba2+, Species Si4+, Species Be2+]"
7802,67253,Cu1I1Te2_67253.json,"[Species Hf4+, Species Sn4+, Species Zr4+, Species U6+, Species In3+]","[Species Cu2+, Species Cu2+, Species Cu2+, Species Cu2+, Species Cu2+]","[Species Li+, Species Na+, Species Ag+, Species F-, Species K+]","[Species Cu2+, Species Cu2+, Species Cu2+, Species Cu2+, Species Cu2+]"
7803,75254,B1In1O3_75254.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7804,404225,Cu1Rb1Se4_404225.json,"[Species Hf4+, Species Sn4+, Species Zr4+, Species U6+, Species In3+]","[Species Cu2+, Species Cu2+, Species Cu2+, Species Cu2+, Species Cu2+]","[Species Li+, Species Na+, Species Ag+, Species F-, Species K+]","[Species Cu2+, Species Cu2+, Species Cu2+, Species Cu2+, Species Cu2+]"
7805,163570,H2Sr1_163570.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7806,300112,Ga1K2Na1P2_300112.json,"[Species Hg2+, Species Cd2+, Species Tl3+, Species Mn2+, Species Te4+]","[Species Na+, Species Na+, Species Na+, Species Na+, Species Na+]","[Species Na+, Species Ag+, Species Hg2+, Species Cd2+, Species F-]","[Species Ga3+, Species Ga3+, Species Ga3+, Species Ga3+, Species Na+]"
7807,73476,As2O7Ti1_73476.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7808,627928,Cu2Hg1S4Si1_627928.json,"[Species Zn2+, Species Hg2+, Species P5+, Species V5+, Species Ge4+]","[Species Cu+, Species Cu+, Species Si4+, Species Si4+, Species Hg2+]","[Species Cu+, Species Li+, Species Zn2+, Species N3-, Species O2-]","[Species Hg2+, Species Si4+, Species Si4+, Species S2-, Species Cu+]"
7809,627741,Cu2Ge1Mn1Se4_627741.json,"[Species Zn2+, Species Hg2+, Species P5+, Species As5+, Species Cu2+]","[Species Cu+, Species Cu+, Species Ge4+, Species Ge4+, Species Cu+]","[Species Na+, Species Zn2+, Species N3-, Species Cd2+, Species Co2+]","[Species Mn2+, Species Ge4+, Species Se2-, Species Ge4+, Species Ge4+]"
7810,41957,Ca1Se1_41957.json,"[Species La3+, Species Nd3+, Species Pr3+, Species Sm3+, Species Y3+]","[Species Ca2+, Species Ca2+, Species Ca2+, Species Ca2+, Species Ca2+]","[Species Na+, Species K+, Species Cs+, Species N3-, Species Rb+]","[Species Ca2+, Species Ca2+, Species Ca2+, Species Se2-, Species Ca2+]"
7811,171795,Ca1Ge1O5Ti1_171795.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7812,157375,Cu2In2S6Si1_157375.json,"[Species Zn2+, Species Hg2+, Species P5+, Species V5+, Species As5+]","[Species Cu+, Species Cu+, Species Si4+, Species Si4+, Species Si4+]","[Species Na+, Species Li+, Species K+, Species Zn2+, Species Cs+]","[Species In3+, Species Si4+, Species In3+, Species Si4+, Species In3+]"
7813,48179,Ba3Br2Fe2O5_48179.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7814,26464,C1S14_26464.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7815,430561,Fe3O4_430561.json,"[Species K+, Species F-, Species Ag+, Species Na+, Species Hg2+]","[Species O2-, Species O2-, Species O2-, Species O2-, Species O2-]","[Species N3-, None, None, None, None]","[Species O2-, None, None, None, None]"
7816,249873,Cd1Li2S4Sn1_249873.json,"[Species Si4+, Species Er3+, Species Ta5+, Species Ge4+, Species Ho3+]","[Species Li+, Species Li+, Species Sn4+, Species Cd2+, Species Li+]","[Species O2-, Species Na+, Species Co2+, Species Cd2+, Species Li+]","[Species Li+, Species Cd2+, Species Sn4+, Species Sn4+, Species Sn4+]"
7817,73016,F3O2Tc1_73016.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7818,236900,In2O3_236900.json,"[Species F-, Species Cl-, Species W6+, Species Sb5+, Species Si4+]","[Species O2-, Species O2-, Species In3+, Species In3+, Species In3+]","[Species Na+, Species K+, Species Cs+, Species Mg2+, Species Li+]","[Species In3+, Species In3+, Species In3+, Species In3+, Species In3+]"
7819,98192,Ba2Mo1Ni1O6_98192.json,"[Species F-, Species Cl-, Species Fe3+, Species Cr3+, Species Sn4+]","[Species O2-, Species O2-, Species Ni2+, Species Ni2+, Species Ni2+]","[Species Cs+, Species Na+, Species Rb+, Species Na+, Species K+]","[Species Ba2+, Species Mo6+, Species Ba2+, Species Ni2+, Species Ba2+]"
7820,2004,Ba1S2_2004.json,"[Species Bi3+, Species La3+, Species Ce3+, Species Pr3+, Species Nd3+]","[Species Ba2+, Species Ba2+, Species Ba2+, Species Ba2+, Species Ba2+]","[Species O2-, Species K+, Species Ag+, Species Tl+, Species Rb+]","[Species Ba2+, Species Ba2+, Species Ba2+, Species Ba2+, Species Ba2+]"
7821,421425,Ba2Sb2Zn1_421425.json,"[Species Zr4+, Species In3+, Species Hf4+, Species Sn4+, Species Pb4+]","[Species Zn2+, Species Zn2+, Species Zn2+, Species Zn2+, Species Zn2+]","[Species Li+, Species F-, Species K+, Species O2-, Species Tl+]","[Species Zn2+, Species Ba2+, Species Ba2+, Species Ba2+, Species Ba2+]"
7822,248325,C6N8_248325.json,"[Species O2-, Species S2-, Species Se2-, Species F-, Species N5+]","[Species N3-, Species N3-, Species N3-, Species N3-, Species C4+]","[Species B3+, Species Al3+, Species Ag+, Species La3+, Species Cu+]","[Species C4+, Species C4+, Species C4+, Species C4+, Species C4+]"
7823,98683,Co1H4Na2O10Se2_98683.json,"[Species F-, Species Ca2+, Species Sb5+, Species Cl-, Species Er3+]","[Species O2-, Species Na+, Species Na+, Species O2-, Species Na+]","[Species Zn2+, Species P5+, Species Si4+, Species Co2+, Species Na+]","[Species Se6+, Species Se6+, Species Se6+, Species Se6+, Species Co2+]"
7824,240902,C2H4Mn1O6_240902.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7825,609963,As1Cd1K1_609963.json,"[Species Tl3+, Species Te4+, Species Pb4+, Species In3+, Species Zr4+]","[Species Cd2+, Species Cd2+, Species Cd2+, Species Cd2+, Species Cd2+]","[Species Li+, Species Na+, Species Ag+, Species F-, Species K+]","[Species Cd2+, Species Cd2+, Species Cd2+, Species Cd2+, Species Cd2+]"
7826,62080,F10Mn3Na1_62080.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7827,156972,Cu1In1La2Se5_156972.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7828,23970,Ni1Se4V2_23970.json,"[Species Re5+, Species Fe3+, Species Cr3+, Species Sn4+, Species W6+]","[Species V3+, Species Ni2+, Species Ni2+, Species Ni2+, Species Ni2+]","[Species Na+, Species Na+, Species Rb+, Species K+, Species N3-]","[Species Ni2+, Species V3+, Species V3+, Species V3+, Species Se2-]"
7829,16930,F1Mn2O4P1_16930.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7830,167112,B1H4Na1O4_167112.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7831,81712,K1P2Se6Y1_81712.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7832,2409,Cu5Li2O14Si4_2409.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7833,16238,Cd4S6Si1_16238.json,"[Species P5+, Species V5+, Species Ge4+, Species As5+, Species Cl-]","[Species Si4+, Species Si4+, Species Cd2+, Species Si4+, Species S2-]","[Species Li+, Species Na+, Species Zn2+, Species N3-, Species O2-]","[Species Si4+, Species Cd2+, Species Si4+, Species S2-, Species Cd2+]"
7834,36352,Ag3As1S3_36352.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7835,63285,As1Ca1H1O5Zn1_63285.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7836,79868,Cu1Na2O7P2_79868.json,"[Species F-, Species Ge4+, Species Ca2+, Species Sb5+, Species Cl-]","[Species O2-, Species Cu2+, Species Na+, Species Na+, Species O2-]","[Species Si4+, Species Cu+, Species Ge4+, Species Li+, Species F-]","[Species P5+, Species Cu2+, Species P5+, Species Cu2+, Species Na+]"
7837,408193,Ag2Ba1Mn1O8V2_408193.json,"[Species F-, Species Cr6+, Species Cl-, Species In3+, Species Sc3+]","[Species O2-, Species V5+, Species O2-, Species Ag+, Species Mn2+]","[Species Cs+, Species Rb+, Species Si4+, Species K+, Species Na+]","[Species Ba2+, Species Ba2+, Species V5+, Species Ba2+, Species Mn2+]"
7838,164936,Cr1La1O6Te1_164936.json,"[Species Cr6+, Species F-, Species Cl-, Species Se4+, Species Br-]","[Species Cr5+, Species O2-, Species O2-, Species La3+, Species O2-]","[Species Sr2+, Species Si4+, Species Ba2+, Species Na+, Species Dy3+]","[Species La3+, Species Cr5+, Species La3+, Species La3+, Species Cr5+]"
7839,82277,Bi1Li1O3_82277.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7840,236249,Ag1H4Mo1N1S4_236249.json,"[Species O2-, Species S2-, Species Se2-, Species F-, Species Li+]","[Species N3-, Species N3-, Species N3-, Species N3-, Species N3-]","[Species Na+, Species K+, Species Sb5+, Species O2-, Species Mg2+]","[Species Mo6+, Species Mo6+, Species Mo6+, Species Ag+, Species Mo6+]"
7841,236895,As4Cu6S9_236895.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7842,15495,Au2O11Se4_15495.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7843,105553,O2Zr1_105553.json,"[Species F-, Species Cl-, Species V5+, Species P5+, Species Br-]","[Species O2-, Species O2-, Species Zr4+, Species Zr4+, Species O2-]","[Species Fe3+, Species Mn3+, Species Mn2+, Species Mg2+, Species V3+]","[Species Zr4+, Species Zr4+, Species Zr4+, Species Zr4+, Species Zr4+]"
7844,167554,F3La1_167554.json,"[Species Se4+, Species Na+, Species Li+, Species U4+, Species W6+]","[Species La3+, Species F-, Species F-, Species La3+, Species La3+]","[Species O2-, Species Sr2+, Species Ba2+, Species Na+, Species Ca2+]","[Species F-, Species La3+, Species La3+, Species La3+, Species La3+]"
7845,39530,Cl7Fe1Te1_39530.json,"[Species Sb5+, Species W6+, Species Zr4+, Species K+, Species Rb+]","[Species Fe3+, Species Fe3+, Species Fe3+, Species Cl-, Species Cl-]","[Species O2-, Species Na+, Species S2-, Species K+, Species La3+]","[Species Cl-, Species Fe3+, Species Cl-, Species Fe3+, Species Te4+]"
7846,194453,C3Fe1H4O8_194453.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
7847,246786,C2H3Li1O5_246786.json,"[Species F-, Species Si4+, Species Er3+, Species Cl-, Species Ho3+]","[Species O2-, Species Li+, Species Li+, Species O2-, Species Li+]","[Species O2-, Species F-, Species O2-, Species N3-, Species N3-]","[Species Li+, Species Li+, Species H+, Species Li+, Species O2-]"
7848,248617,Ca1D2O2_248617.json,"[Species F-, Species La3+, Species Cl-, Species Nd3+, Species Pr3+]","[Species O2-, Species Ca2+, Species O2-, Species Ca2+, Species Ca2+]","[Species Na+, Species K+, Species Cs+, Species Rb+, Species O2-]","[Species Ca2+, Species Ca2+, Species Ca2+, Species Ca2+, Species H+]"
